"CONNUM","CONFEC","CONDES","CONCLI","CONVEN","CONCANDEB","CONCANHAB","","","","","","","",""
"4831","20190517","6 GATILLOS 13.65","1443","0","81.9","0","","","","","","","",""
"4832","20190517","DEVO MERCADERIA","514","0","0","6613.01","","","","","","","",""
"4833","20190520","10 FRASCOS 250 ML 8.75","1729","0","87.5","0","","","","","","","",""
"4834","20190520","10 GATILLOS $ 13.65","1729","0","136.5","0","","","","","","","",""
"4835","20190520","FLETE PIEDRAS","1238","0","225","0","","","","","","","",""
"4836","20190520","FLETE PIEDRAS","1443","0","225","0","","","","","","","",""
"4837","20190520","FLETE PIEDRAS","1471","0","450","0","","","","","","","",""
"4838","20190520","EMPLEADA X IR AL BANCO","1238","0","0","450","","","","","","","",""
"4839","20190521","30 VARILLAS $ 2.50","1471","0","75","0","","","","","","","",""
"4840","20190521","80 GATILLOS $ 13.65","1471","0","1092","0","","","","","","","",""
"4841","20190522","10 GATILLOS 18.10","1708","0","181","0","","","","","","","",""
"4842","20190522","20 PAQUETES VARILLA 3.30","1708","0","66","0","","","","","","","",""
"4843","20190522","20 TAPAS  1.30","1238","0","26","0","","","","","","","",""
"4844","20190523","10 ENVASES 1 LITRO 12","1443","0","120","0","","","","","","","",""
"4845","20190523","10 ENVASES 1/2 LITRO 11.55","1443","0","115.5","0","","","","","","","",""
"4846","20190524","30 ENVASES 500 ML $ 11.55","1499","0","346.5","0","","","","","","","",""
"4847","20190524","30 ENVASES 250 ML $ 8.75","1499","0","262.5","0","","","","","","","",""
"4848","20190524","100 VARILLAS $ 2.50","1499","0","250","0","","","","","","","",""
"4849","20190524","60 GATILLOS $ 13.65","1499","0","819","0","","","","","","","",""
"4850","20190524","CALCOS","1499","0","50","0","","","","","","","",""
"4851","20190524","10 FRASCOS 260 ML $ 8.75","1443","0","87.5","0","","","","","","","",""
"4852","20190524","30 GATILLOS 13.65","1471","0","409.5","0","","","","","","","",""
"4853","20190527","50 VARILLAS 2.50","1443","0","125","0","","","","","","","",""
"4854","20190527","20 FRASCOS 125 ML 6.55","1471","0","131","0","","","","","","","",""
"4855","20190528","FLETE","1499","0","0","1060","","","","","","","",""
"4856","20190530","3 EQUIPOS","1238","0","450","0","","","","","","","",""
"4857","20190530","4 EQUIPOS","1443","0","600","0","","","","","","","",""
"4858","20190530","4 EQUIPOS","1471","0","600","0","","","","","","","",""
"4860","20190531","300 DOLARES A $46","1499","0","0","13800","","","","","","","",""
"4861","20190603","30 ENVASES 260 ML $ 8.75","1238","0","262.5","0","","","","","","","",""
"4862","20190603","20 TAPAS $ 1.30","1238","0","26","0","","","","","","","",""
"4863","20190603","20 VARILLAS $ 2.50","1238","0","50","0","","","","","","","",""
"4864","20190603","20 GATILLOS $ 12.50","1238","0","62.5","0","","","","","","","",""
"4865","20190603","10 ENVASES 125 ML $ 6.55","1443","0","65.5","0","","","","","","","",""
"4866","20190603","10 ENVASES 260 ML $ 8.75","1443","0","87.5","0","","","","","","","",""
"4867","20190603","50 TAPAS $ 1.35","1443","0","67.5","0","","","","","","","",""
"4868","20190603","50 GATILLOS $ 13.65","1471","0","682.5","0","","","","","","","",""
"4869","20190603","FEDERADA","1238","0","2355","0","","","","","","","",""
"4870","20190603","FEDERADA","1471","0","2355","0","","","","","","","",""
"4871","20190603","PERSONAL","1238","0","733","0","","","","","","","",""
"4872","20190603","PERSONAL","1471","0","450","0","","","","","","","",""
"4873","20190604","24 ENVASES 250 CON GATILLOS $ 27.70","1571","0","664.8","0","","","","","","","",""
"4874","20190604","10 ENVASES 500 ML 11.55","1443","0","115.5","0","","","","","","","",""
"4875","20190604","50 TAPAS 1.35","1443","0","67.5","0","","","","","","","",""
"4876","20190605","80 ENVASES 500 ML $ 11.55","1471","0","924","0","","","","","","","",""
"4877","20190605","10 ENVASES 260 ML $ 8.75","1443","0","87.5","0","","","","","","","",""
"4878","20190605","10 ENVASES 125 ML $ 6.55","1443","0","65.5","0","","","","","","","",""
"4879","20190606","SEGURO","1238","0","799","0","","","","","","","",""
"4880","20190606","SEGURO","1471","0","1101","0","","","","","","","",""
"4881","20190606","100 ENVASES 260 ML 8.75","1499","0","875","0","","","","","","","",""
"4882","20190606","50 ENVASES 500 ML $ 11.55","1499","0","437.5","0","","","","","","","",""
"4883","20190606","150 GATILLOS $ 13.65","1499","0","2047.5","0","","","","","","","",""
"4884","20190606","ENVASES 80 500 ML $ 11.55","1238","0","924","0","","","","","","","",""
"4885","20190606","20 VARILLAS $ 2.50","1238","0","50","0","","","","","","","",""
"4886","20190606","5 FRASCOS 260 ML 8.75","1238","0","43.75","0","","","","","","","",""
"4887","20190610","PONY 50%","1593","0","370","0","","","","","","","",""
"4888","20190610","264 ENVASES 250 ML $ 8.75","1471","0","2310","0","","","","","","","",""
"4889","20190610","50 GATILLOS $ 13.65","1471","0","682.5","0","","","","","","","",""
"4890","20190610","15 FRASCOS 1 L $ 12","1471","0","180","0","","","","","","","",""
"4892","20190611","12 EQUIPOS $ 210 C/UNO","1729","0","2520","0","","","","","","","",""
"4893","20190611","CANILLA","1471","0","120","0","","","","","","","",""
"4894","20190611","10 ENVASES 250 ML $ 8.75","1729","0","87.5","0","","","","","","","",""
"4895","20190611","10 ENVASES 500 ML $ 11.55","1729","0","115.5","0","","","","","","","",""
"4896","20190611","10 GATILLOS $ 13.65","1729","0","136.5","0","","","","","","","",""
"4897","20190611","10 GATILLOS $ 13.65","1729","0","136.5","0","","","","","","","",""
"4898","20190612","40 VARILLAS $ 2.50","1471","0","100","0","","","","","","","",""
"4899","20190612","SEIS FRASCOS 125 ML COMPLETOS","1443","0","54.3","0","","","","","","","",""
"4900","20190612","750 ML DE PERFUMINA","1443","0","112.5","0","","","","","","","",""
"4901","20190613","FLETE EQUIPOS $ 6 C/U","1238","0","144","0","","","","","","","",""
"4902","20190613","FETE EQUIPOS $6 C/U","1443","0","216","0","","","","","","","",""
"4903","20190613","FLETE EQUIPOS $6 C/U","1471","0","288","0","","","","","","","",""
"4904","20190613","1 DISE�O","1443","0","150","0","","","","","","","",""
"4905","20190614","10 VARILLAS 2.50","1443","0","25","0","","","","","","","",""
"4906","20190618","50 GATILLOS 13.65","1471","0","682.5","0","","","","","","","",""
"4907","20190618","10 ENVASES 60 ML 12.75","1238","0","127.5","0","","","","","","","",""
"4908","20190619","CALCOS","1499","0","75","0","","","","","","","",""
"4909","20190624","15 ENVASES 125 ML 6.55","1471","0","98.25","0","","","","","","","",""
"4910","20190624","30 ENVASES 60 ML COMP. 12.75","1471","0","382.5","0","","","","","","","",""
"4911","20190624","1.800 PERFUMINA","1471","0","270","0","","","","","","","",""
"4912","20190626","FEDERADA","1238","0","2588","0","","","","","","","",""
"4913","20190626","FEDERADA","1471","0","2475","0","","","","","","","",""
"4914","20190626","20 FRASCOS 1 LITRO 12","1471","0","240","0","","","","","","","",""
"4915","20190626","50 TAPAS 1.35","1471","0","67.5","0","","","","","","","",""
"4916","20190626","20 ENVASES 260 ML 8.75","1729","0","175","0","","","","","","","",""
"4917","20190626","50 ENVASES 260 ML 8.75","1443","0","437.5","0","","","","","","","",""
"4918","20190626","50 GATILLOS $ 13.65","1443","0","682.5","0","","","","","","","",""
"4919","20190628","CALCOS","1499","0","50","0","","","","","","","",""
"4920","20190628","50 ENVASES 250 ML 8.75","1499","0","437.5","0","","","","","","","",""
"4921","20190628","50 ENVASES 500 ML 11.55","1499","0","577.5","0","","","","","","","",""
"4922","20190628","50 VARILLAS 2.50","1471","0","125","0","","","","","","","",""
"4923","20190701","30 ENVASES CON GATILLOS 27.70","1571","0","831","0","","","","","","","",""
"4924","20190701","40 GATILLOS 13.65","1471","0","546","0","","","","","","","",""
"4925","20190702","PERSONAL","1471","0","500","0","","","","","","","",""
"4926","20190702","PERSONAL","1238","0","780","0","","","","","","","",""
"4927","20190702","20 GATILLOS 13.65","1443","0","273","0","","","","","","","",""
"4928","20190702","10 ENVASES 125 ML 6.55","1443","0","65.5","0","","","","","","","",""
"4929","20190702","10 ENVASES 500 ML 11.55","1443","0","115.5","0","","","","","","","",""
"4930","20190702","10 ENVASES 260 ML 8.75","1443","0","87.5","0","","","","","","","",""
"4931","20190702","10 GATILLOS 13.65","1238","0","135.5","0","","","","","","","",""
"4932","20190702","20 GATILLOS 13.65","1238","0","273","0","","","","","","","",""
"4933","20190702","20 TAPAS 1.35","1238","0","27","0","","","","","","","",""
"4934","20190702","10 ENVASES 125 ML 6.55","1238","0","65.5","0","","","","","","","",""
"4935","20190702","10 VARILLAS 2.50","1238","0","25","0","","","","","","","",""
"4936","20190703","20 VARILLAS 2.50","1238","0","50","0","","","","","","","",""
"4937","20190703","10 FRASCOS 260 8.75","1238","0","87.5","0","","","","","","","",""
"4938","20190703","10 GATILLOS $ 13.65","1238","0","136.5","0","","","","","","","",""
"4939","20190703","10 GATILLOS 13.65","1238","0","136.5","0","","","","","","","",""
"4940","20190703","5 BOMBAS 9.50","1238","0","47.5","0","","","","","","","",""
"4941","20190703","50 TAPAS 1.35","1443","0","67.5","0","","","","","","","",""
"4942","20190704","CABAL","1238","0","709","0","","","","","","","",""
"4943","20190705","10 VARILLAS 3.30","1617","0","33","0","","","","","","","",""
"4944","20190705","12 FRASCOS COMPLETOS 125 ML 7.90","1729","0","94.8","0","","","","","","","",""
"4945","20190705","12 VARILLAS 2.50","1729","0","30","0","","","","","","","",""
"4946","20190705","2 ETIQUETAS 50","1471","0","100","0","","","","","","","",""
"4947","20190705","50 GATILLOS  13.65","1471","0","682.5","0","","","","","","","",""
"4948","20190705","ETIQUETAS","1443","0","50","0","","","","","","","",""
"4949","20190710","10 ENVASES 260 ML 8.75","1443","0","87.5","0","","","","","","","",""
"4950","20190710","50 VARILLAS 2.50","1471","0","125","0","","","","","","","",""
"4951","20190710","35 TAPAS 1.35","1471","0","47.25","0","","","","","","","",""
"4952","20190710","35 ENVASES 125 ML $ 6.55","1471","0","229.25","0","","","","","","","",""
"4953","20190711","14 FRASCOS COMPL.60 ML 12.75","1443","0","178.5","0","","","","","","","",""
"4954","20190712","10 ENVASES 500 ML 11.55","1443","0","115.5","0","","","","","","","",""
"4955","20190712","10 ENVASES 250 ML 8.75","1443","0","87.5","0","","","","","","","",""
"4956","20190712","10 ENVASES 125 ML6.55","1443","0","65.5","0","","","","","","","",""
"4957","20190712","50% FLETE PONY","1593","0","100","0","","","","","","","",""
"4958","20190715","2000 BOLSAS NYLON $ 2.5 C/U","1499","0","5000","0","","","","","","","",""
"4959","20190715","2000 BOLSAS CARTON $ 1.215 C/U","1499","0","2430","0","","","","","","","",""
"4960","20190715","FLETE NAHUEL","1238","0","168","0","","","","","","","",""
"4961","20190715","FLETE NAHUEL","1443","0","392","0","","","","","","","",""
"4962","20190715","FLETE NAHUEL","1471","0","840","0","","","","","","","",""
"4963","20190716","60 GATILLOS  13.65","1471","0","819","0","","","","","","","",""
"4964","20190716","264 ENVASES 260 ML 8.75","1471","0","2310","0","","","","","","","",""
"4965","20190716","160 ENVASES 260 ML 8.75","1443","0","1400","0","","","","","","","",""
"4966","20190716","160 GATILLOS 13.65","1443","0","2184","0","","","","","","","",""
"4967","20190716","10 FRASCOS 125 ML $ 6.55","1443","0","65.5","0","","","","","","","",""
"4968","20190716","10 FRASCOS 260 ML $ 8.75","1443","0","87.5","0","","","","","","","",""
"4969","20190716","10 FRASCOS 500 ML $ 11.55","1443","0","115.5","0","","","","","","","",""
"4970","20190717","FLETE SAHUMERIOS","1238","0","213.5","0","","","","","","","",""
"4971","20190717","FLETE SAHUMERIOS","1443","0","136","0","","","","","","","",""
"4972","20190717","FLETE SAHUMERIOS","1471","0","417","0","","","","","","","",""
"4973","20190717","50 VARILLAS 2.50","1443","0","125","0","","","","","","","",""
"4975","20190717","50 TAPAS 1.35","1238","0","67.5","0","","","","","","","",""
"4976","20190717","20 VARILLAS 2.50","1238","0","50","0","","","","","","","",""
"4977","20190719","100 TAPAS 2.15","1471","0","215","0","","","","","","","",""
"4978","20190719","15  FRASCOS 125 ML 6.2","628","0","93","0","","","","","","","",""
"4979","20190719","10 FRASCOS 250 ML 9.60","628","0","96","0","","","","","","","",""
"4980","20190719","25 TAPAS 2.15","628","0","53.75","0","","","","","","","",""
"4981","20190719","10 FRASCOS 500 ML 11.55","1443","0","115.5","0","","","","","","","",""
"4982","20190719","40 VARILLAS 2.50","1471","0","100","0","","","","","","","",""
"4983","20190719","40 TAPAS 2.15","1471","0","86","0","","","","","","","",""
"4984","20190722","FLETE LATAS","1238","0","76","0","","","","","","","",""
"4985","20190722","FLETE LATAS","1443","0","114","0","","","","","","","",""
"4986","20190722","FLETE LATAS","1471","0","114","0","","","","","","","",""
"4987","20190723","FLETE LUMINARTE","1471","0","447","0","","","","","","","",""
"4988","20190723","50 GATILLOS 13.65","1443","0","682.5","0","","","","","","","",""
"4989","20190725","100 ENVASES 250 ML $ 8.75","1499","0","875","0","","","","","","","",""
"4990","20190725","50 ENVASES 125 ML $ 6.55","1499","0","327.5","0","","","","","","","",""
"4991","20190725","50 FRASCOS 60 ML $ 6.55","1499","0","327.5","0","","","","","","","",""
"4992","20190725","180 GATILLOS $ 13.65","1499","0","2457","0","","","","","","","",""
"4993","20190725","CALCOS X 3","1499","0","150","0","","","","","","","",""
"4994","20190725","100 VARILLAS $ 2.50","1499","0","250","0","","","","","","","",""
"4995","20190726","80 FRASCOS 500 ML $ 11.55","1471","0","924","0","","","","","","","",""
"4996","20190726","15 FRASCOS 60 ML COMPLETO 12.75","1471","0","191.25","0","","","","","","","",""
"4997","20190726","ETIQUETA","1471","0","50","0","","","","","","","",""
"4998","20190729","FLETE PIEDRAS","1238","0","194","0","","","","","","","",""
"4999","20190729","FLETE PIEDRAS","1443","0","387","0","","","","","","","",""
"5000","20190729","FLETE PIEDRAS","1471","0","194","0","","","","","","","",""
"5001","20190729","PERSONAL","1238","0","780","0","","","","","","","",""
"5002","20190729","PERSONAL","1471","0","474","0","","","","","","","",""
"5003","20190729","FLETE A4","1499","0","0","2553.1","","","","","","","",""
"5004","20190729","FEDERADA","1238","0","2606.17","0","","","","","","","",""
"5005","20190729","FEDERADA","1471","0","2887.83","0","","","","","","","",""
"5007","20190730","24 APARATOS $ 210 C/U","1499","0","5040","0","","","","","","","",""
"5008","20190730","50 GATILLOS 13.65","1471","0","682.5","0","","","","","","","",""
"5009","20190731","DESCUENTO","76","0","0","14039.75","","","","","","","",""
"5010","20190801","20 FRASCOS 125 ML 6.55","1729","0","131","0","","","","","","","",""
"5011","20190801","20 FRASCOS 260 ML $ 8.75","1729","0","175","0","","","","","","","",""
"5012","20190801","20 FRASCOS 500 ML $ 11.55","1729","0","231","0","","","","","","","",""
"5013","20190801","60 TAPAS $ 1.35","1729","0","81","0","","","","","","","",""
"5014","20190801","30 VARILLAS $ 2.50","1729","0","75","0","","","","","","","",""
"5015","20190801","10 GATILLOS $ 13.65","1443","0","136.5","0","","","","","","","",""
"5016","20190801","15 TAPAS 1.35","1443","0","20.35","0","","","","","","","",""
"5017","20190801","15 FRASCOS 260 ML $ 8.75","1443","0","131.25","0","","","","","","","",""
"5018","20190801","10 FRASCOS 1 LITRO $ 12","1443","0","120","0","","","","","","","",""
"5019","20190801","15 TAPAS $ 1.35","1443","0","20.25","0","","","","","","","",""
"5020","20190801","20 GATILLOS 13.65","1238","0","273","0","","","","","","","",""
"5021","20190801","30 VARILLAS   2.50","1238","0","75","0","","","","","","","",""
"5022","20190801","ETIQUETA","1238","0","50","0","","","","","","","",""
"5023","20190801","50 VARILLAS $ 2.50","1471","0","125","0","","","","","","","",""
"5024","20190801","15 ENVASES 125 ML 6.55","1471","0","98.25","0","","","","","","","",""
"5025","20190806","25 GATILLOS 18.10","1708","0","452.5","0","","","","","","","",""
"5026","20190806","10 FRASCOS 125 ML 6.55","1443","0","65.5","0","","","","","","","",""
"5027","20190806","50 GATILLOS 13.65","1471","0","682.5","0","","","","","","","",""
"5028","20190807","10 ENVASES 260 ML 8.75","1238","0","87.5","0","","","","","","","",""
"5029","20190808","SEGURO JULIO","1238","0","799","0","","","","","","","",""
"5030","20190808","SEGURO AGOSTO","1238","0","799","0","","","","","","","",""
"5031","20190808","SEGURO JULIO","1471","0","1101","0","","","","","","","",""
"5032","20190808","SEGURO AGOSTO","1471","0","1101","0","","","","","","","",""
"5033","20190808","30 TAPAS 1.35","1443","0","40.5","0","","","","","","","",""
"5034","20190809","10 FRASCOS 260 ML 8.75","1443","0","87.5","0","","","","","","","",""
"5035","20190809","10 FRASCOS 500 ML 11.55","1443","0","115.5","0","","","","","","","",""
"5036","20190809","20 TAPAS 1.35","1443","0","27","0","","","","","","","",""
"5037","20190809","CORREO CARTA CHEQUE RECHAZADO","409","0","350","0","","","","","","","",""
"5038","20190809","GASTOS BANCARIOS CHEQUE RECHAZADO","409","0","200","0","","","","","","","",""
"5039","20190812","DESCUENTO 12 AERO LIMON $ 75.50","1499","0","0","906","","","","","","","",""
"5040","20190812","30 VARILLAS 2.50","1238","0","75","0","","","","","","","",""
"5041","20190813","PONY 50%","1593","0","100","0","","","","","","","",""
"5042","20190813","30 ENVASES C GATIL $ 31.02","1571","0","930.6","0","","","","","","","",""
"5043","20190814","50 VARILLAS 2.50","1471","0","125","0","","","","","","","",""
"5044","20190814","50 GATILLOS 13.65","1471","0","682.5","0","","","","","","","",""
"5045","20190814","50 TAPAS 1.35","1471","0","67.5","0","","","","","","","",""
"5046","20190814","20 FRASCOS 125 ML $ 6.55","1471","0","131","0","","","","","","","",""
"5047","20190814","50 TAPAS 1.35","1238","0","67.5","0","","","","","","","",""
"5048","20190815","20 FRASCOS 260 ML 8.75","1443","0","175","0","","","","","","","",""
"5049","20190815","15 FRASCOS 500 ML 11.55","1443","0","173.25","0","","","","","","","",""
"5050","20190815","15 TAPAS  1.35","1443","0","20.25","0","","","","","","","",""
"5051","20190815","30 VARILLAS 2.50","1443","0","75","0","","","","","","","",""
"5052","20190816","20 FRASCOS 260 ML 8.75","1238","0","175","0","","","","","","","",""
"5053","20190816","20 FRASCOS 125 ML $ 6.55","1238","0","131","0","","","","","","","",""
"5054","20190822","50 TAPITAS $1.35","1471","0","67.5","0","","","","","","","",""
"5055","20190822","15 FRASCOS 125 ML $6.55","1471","0","98.25","0","","","","","","","",""
"5057","20190822","1 CAJA FRASCO 260 ML $8.75( 264 UNIDADES )","1471","0","2310","0","","","","","","","",""
"5058","20190823","VARILLA $2.5 X50","1758","0","125","0","","","","","","","",""
"5059","20190823","VARILLAS X10 2.50","1238","0","25","0","","","","","","","",""
"5060","20190823","TAPAS 10 $1.35","1443","0","13.5","0","","","","","","","",""
"5061","20190823","FRASCOS 125 ML 10  X $6.55","1443","0","65.5","0","","","","","","","",""
"5062","20190823","GATILLOS 15 X $13.65","1443","0","204.75","0","","","","","","","",""
"5063","20190823","ENVASE 250 ML 50 X 8.75","1499","0","437.5","0","","","","","","","",""
"5064","20190823","ENVASE 500 ML  / 50 X 11.55","1499","0","577.5","0","","","","","","","",""
"5066","20190827","10 FRASCOS 260 ML $8.75","1443","0","87.5","0","","","","","","","",""
"5067","20190828","30 BOMBAS CREMERAS $9.50","1708","0","285","0","","","","","","","",""
"5068","20190829","10 ENVASES DE 125 ML $6.55","1471","0","65.55","0","","","","","","","",""
"5069","20190829","10 VARILLAS 2.5","1471","0","25","0","","","","","","","",""
"5070","20190902","20 TAPAS 1.35","1443","0","27","0","","","","","","","",""
"5071","20190902","FRASCOS 5 DE 500 ML 11.55","1443","0","57.75","0","","","","","","","",""
"5072","20190902","5 FRASXOS DE 260 ML","1443","0","43.75","0","","","","","","","",""
"5073","20190902","10 FRASCOS 125 ML 6.55","1443","0","65.5","0","","","","","","","",""
"5074","20190903","50 FRASCOS 125 ML 6.55","1471","0","327.5","0","","","","","","","",""
"5075","20190903","50 TAPAS 1.25","1471","0","62.5","0","","","","","","","",""
"5076","20190903","50 VARILLAS 2.50","1471","0","125","0","","","","","","","",""
"5077","20190903","30 ENVASES 250 ML C/ GATILLO 31.02","1571","0","930.6","0","","","","","","","",""
"5078","20190903","FEDERADA","1238","0","2737","0","","","","","","","",""
"5079","20190903","FEDERADA","1471","0","2737","0","","","","","","","",""
"5080","20190903","MOVISTAR","1238","0","842","0","","","","","","","",""
"5081","20190903","PERSONAL","1471","0","500","0","","","","","","","",""
"5082","20190905","50 FRASCOS 500 ML $11.55","1499","0","577.5","0","","","","","","","",""
"5083","20190905","100 GATILLOS $ 13.65","1499","0","1365","0","","","","","","","",""
"5084","20190905","50 FRASCOS 250 ML $ 8.75","1499","0","437.5","0","","","","","","","",""
"5085","20190905","100 VARILLAS $ 2.50","1499","0","250","0","","","","","","","",""
"5086","20190905","50 FRASCOS 60 ML COMPLETOS 12.75","1499","0","637.5","0","","","","","","","",""
"5087","20190905","CALCOS 200","1499","0","100","0","","","","","","","",""
"5088","20190905","1 BIDON CON CANILLA $ 390","1721","0","390","0","","","","","","","",""
"5089","20190906","SEGURO","1238","0","799","0","","","","","","","",""
"5090","20190906","SEGURO","1471","0","1101","0","","","","","","","",""
"5091","20190906","60 GATILLOS 13.65","1471","0","819","0","","","","","","","",""
"5092","20190906","40 VARILLAS $ 2.50","1471","0","100","0","","","","","","","",""
"5093","20190906","30 FRASCOS COMP.60 ML 12.75","1471","0","382.5","0","","","","","","","",""
"5094","20190906","40 FRASCOS 125 ML C TAPA 7.90","1471","0","315","0","","","","","","","",""
"5095","20190906","1.800 LT PERF.SOUVENIR","1471","0","306","0","","","","","","","",""
"5096","20190906","5.000 ML PERFUM.SOUVENIR","1471","0","848.66","0","","","","","","","",""
"5097","20190906","30 VARILLAS 2.50","1238","0","75","0","","","","","","","",""
"5098","20190906","30 TAPAS 1.25","1238","0","38.25","0","","","","","","","",""
"5099","20190906","30 TAPAS 1.25","1238","0","37.5","0","","","","","","","",""
"5100","20190906","15 GATILLOS $ 13.65","1238","0","204.75","0","","","","","","","",""
"5101","20190909","6 FRASCOS 1 LITRO $ 15.10","1443","0","90.6","0","","","","","","","",""
"5102","20190910","CHEQUE NO FIRMADO","1469","0","5555","0","","","","","","","",""
"5103","20190911","10 ENVASES 125 ML 8.10","1443","0","81","0","","","","","","","",""
"5104","20190911","25 VARILLAS $ 2.50","1443","0","62.5","0","","","","","","","",""
"5105","20190911","50 TAPAS $ 2.25","1238","0","112.5","0","","","","","","","",""
"5106","20190911","10 FRASCOS 260 ML $ 10.70","1238","0","107","0","","","","","","","",""
"5107","20190911","PONY 50 %","1593","0","880","0","","","","","","","",""
"5108","20190912","3 LITRO DE PERFUMINA","1471","0","557.28","0","","","","","","","",""
"5109","20190912","30 VARILLAS 2.50","1238","0","75","0","","","","","","","",""
"5110","20190912","3 ENVASES 60 ML COMP...$ 16.40","1443","0","49.2","0","","","","","","","",""
"5111","20190912","15 ENVASES 260ML $ 10.70","1443","0","160.7","0","","","","","","","",""
"5112","20190912","15 ENVASES 500 ML $ 13.65","1443","0","204.75","0","","","","","","","",""
"5113","20190917","100 TAPITAS $ 2.25","1471","0","225","0","","","","","","","",""
"5114","20190917","20 FRASCOS 60 ML COMP","1471","0","328","0","","","","","","","",""
"5115","20190917","1.200 L DE PERFUMINA","1471","0","228","0","","","","","","","",""
"5116","20190917","30 TAPAS $ 2.25","1443","0","67.5","0","","","","","","","",""
"5117","20190918","16 FRASCOS 125 ML C TAPA","1471","0","165.6","0","","","","","","","",""
"5118","20190918","2 L PERFUM...","1471","0","371.2","0","","","","","","","",""
"5119","20190918","FLETE SAHUMERIOS","1238","0","203","0","","","","","","","",""
"5120","20190918","FLETE SHAUMERIOS","1443","0","147","0","","","","","","","",""
"5121","20190918","FLETE SAHUMERIOS","1471","0","350","0","","","","","","","",""
"5122","20190919","60 GATILLOS $ 18.30","1471","0","1098","0","","","","","","","",""
"5123","20190919","FRASCOS 1 L 20 UNIDADES 15.10","1471","0","302","0","","","","","","","",""
"5124","20190919","40 FRASCOS 250 ML 10.70","1238","0","428","0","","","","","","","",""
"5125","20190919","40 GATILLOS $ 18.30","1238","0","732","0","","","","","","","",""
"5126","20190919","80 FRASCOS 500 ML $ 13.65","1238","0","1092","0","","","","","","","",""
"5127","20190920","15 FRASCOS 260 ML 10.70","1443","0","160.7","0","","","","","","","",""
"5128","20190920","15 VARILLAS $ 2.50","1443","0","62.5","0","","","","","","","",""
"5129","20190920","5 GATILLOS 18.30","1443","0","91.5","0","","","","","","","",""
"5130","20190920","20 VARILLAS 2.50","1238","0","5","0","","","","","","","",""
"5131","20190920","10 GATILLOS 18.30","1238","0","183","0","","","","","","","",""
"5132","20190920","5 FRASCOS 260 ML $ 10.70","1238","0","53.5","0","","","","","","","",""
"5133","20190924","PERSONAL","1238","0","900","0","","","","","","","",""
"5134","20190924","PERSONAL","1471","0","550","0","","","","","","","",""
"5135","20190924","2 CANILLAS","1471","0","220","0","","","","","","","",""
"5136","20190924","FEDERADA","1471","0","2839","0","","","","","","","",""
"5137","20190924","FEDERADA","1238","0","2839","0","","","","","","","",""
"5139","20190924","30 ENVSES 250 ML C/ GATILLO $ 33.10","1571","0","993","0","","","","","","","",""
"5140","20190924","20 TAPAS 2.25","1238","0","45","0","","","","","","","",""
"5141","20190925","10 FRASCOS 260 ML $ 10.70","1443","0","107","0","","","","","","","",""
"5142","20190925","6 ENVASES 1 L 15.10","1443","0","90.6","0","","","","","","","",""
"5143","20190926","FLETE NAHUEL","1238","0","270","0","","","","","","","",""
"5144","20190926","FLETE NAHUEL","1443","0","396","0","","","","","","","",""
"5145","20190926","FLETE NAHUEL","1471","0","1134","0","","","","","","","",""
"5146","20190926","10 FRASCOS 125 ML $ 8.10","1443","0","81","0","","","","","","","",""
"5147","20190926","30 TAPAS $ 2.25","1443","0","67.5","0","","","","","","","",""
"5148","20190927","FLETE PIEDRAS","1238","0","412.5","0","","","","","","","",""
"5149","20190927","FLETE PIEDRAS","1443","0","412.5","0","","","","","","","",""
"5150","20190927","FLETE PIEDRAS","1471","0","675","0","","","","","","","",""
"5151","20191002","CALCOS","1499","0","200","0","","","","","","","",""
"5152","20191002","100 ENVASES 260 ML $ 12.20","1499","0","1220","0","","","","","","","",""
"5153","20191002","100 ENVASES 500 ML $ 15.60","1499","0","1560","0","","","","","","","",""
"5154","20191002","200 GATILLOS 20.90","1499","0","4180","0","","","","","","","",""
"5155","20191002","100 FRASCOS 60 ML $ 10.60","1499","0","1060","0","","","","","","","",""
"5156","20191002","100 BOMBAS ATOMI $ 8.10","1499","0","810","0","","","","","","","",""
"5157","20191002","30 TAPAS $ 2.25","1238","0","67.5","0","","","","","","","",""
"5158","20191002","15 FRASCOS 500 ML $ 13.65","1443","0","204.75","0","","","","","","","",""
"5159","20191002","30 VARILLAS $ 2.50","1443","0","75","0","","","","","","","",""
"5160","20191002","30 CORCHOS $ 2.50","1499","0","75","0","","","","","","","",""
"5161","20191002","15 ENVASES 125 ML $ 8.10","1471","0","121.5","0","","","","","","","",""
"5162","20191002","100 TAPAS $ 2.25","1471","0","225","0","","","","","","","",""
"5163","20191002","40 GATILLOS $ 18.30","1471","0","732","0","","","","","","","",""
"5164","20191002","40 VARILLAS 2.50","1471","0","100","0","","","","","","","",""
"5165","20191002","20 VARILLAS $ 2.50","1238","0","50","0","","","","","","","",""
"5166","20191003","45 FRASCOS 125 ML $ 8.10","1443","0","364.5","0","","","","","","","",""
"5167","20191003","45 VARILLAS 2.50","1443","0","112.5","0","","","","","","","",""
"5168","20191003","5.650 L PERFUMINA","1443","0","1068.75","0","","","","","","","",""
"5169","20191004","20 VARILLAS $ 2.50","1238","0","50","0","","","","","","","",""
"5170","20191007","10 GATILLOS 18.30","1443","0","183","0","","","","","","","",""
"5171","20191008","10 FRASCOS 125 ML 8.10","1443","0","81","0","","","","","","","",""
